timestamp,heart_rate_1,respiration_rate_1,mss1,heart_rate_2,respiration_rate_2,mss2
2020-10-11 20:00:00+00:00,0.0,0.0,400.3125,0.0,0.0,366.44308035714283
2020-10-11 21:00:00+00:00,4.204166666666667,0.7319444444444444,493.4425,3.6394444444444445,0.6613888888888889,472.84027777777777
2020-10-11 22:00:00+00:00,64.47722222222222,10.563055555555556,988.5827777777778,62.617222222222225,11.774444444444445,992.59
2020-10-11 23:00:00+00:00,46.75555555555555,8.228333333333333,1483.5769444444445,48.90138888888889,8.349166666666667,1547.9630555555555
2020-10-12 00:00:00+00:00,68.87694444444445,13.658611111111112,2427.001111111111,71.01277777777777,13.352222222222222,2516.1497222222224
2020-10-12 01:00:00+00:00,61.69916666666666,13.534166666666666,1596.3502777777778,64.29138888888889,13.970833333333333,1710.8327777777777
2020-10-12 02:00:00+00:00,58.419444444444444,13.481944444444444,1721.378888888889,60.47416666666667,13.930555555555555,1716.181111111111
2020-10-12 03:00:00+00:00,57.72666666666667,12.828611111111112,1214.961388888889,57.079166666666666,12.776944444444444,1193.3258333333333
2020-10-12 04:00:00+00:00,54.875,9.499722222222223,1119.55,54.118611111111115,9.403055555555556,1020.0394444444445
2020-10-12 05:00:00+00:00,56.098333333333336,9.861944444444445,1128.7747222222222,59.540277777777774,9.023333333333333,1138.986111111111
2020-10-12 06:00:00+00:00,54.80694444444445,11.578055555555556,1317.2327777777778,55.175555555555555,11.24611111111111,1260.4163888888888
2020-10-12 07:00:00+00:00,58.545,10.304722222222223,1533.533888888889,59.33416666666667,10.588888888888889,1521.6888888888889
2020-10-12 08:00:00+00:00,30.538055555555555,5.091666666666667,867.3116666666666,29.808333333333334,4.6775,863.305
2020-10-12 09:00:00+00:00,0.0,0.0,406.7013888888889,0.0,0.0,359.2708333333333
2020-10-12 10:00:00+00:00,0.0,0.0,362.8095238095238,0.0,0.0,366.76190476190476
